Period,Trade Flow,Reporter,Partner,Commodity Code,Trade Value (M $),Net Weight(M kgs )
2019,Export,United Kingdom,Lebanon,1001,0.01,0.0
2019,Export,United Kingdom,Lithuania,1001,0.0,0.0
2019,Export,United Kingdom,Luxembourg,1001,0.0,0.0
2019,Export,United Kingdom,Malaysia,1001,0.01,0.0
2019,Export,United Kingdom,Malta,1001,0.04,0.05
2019,Export,United Kingdom,Morocco,1001,1.41,7.05
2019,Export,United Kingdom,Netherlands,1001,65.65,324.68
2019,Export,United Kingdom,Norway,1001,0.56,0.0
2019,Export,United Kingdom,Poland,1001,0.01,0.01
2019,Export,United Kingdom,Portugal,1001,23.43,115.43
2019,Export,United Kingdom,Romania,1001,0.01,0.02
2019,Export,United Kingdom,India,1001,0.01,0.0
2019,Export,United Kingdom,Slovenia,1001,0.0,0.0
2019,Export,United Kingdom,South Africa,1001,0.05,0.02
2019,Export,United Kingdom,Spain,1001,56.13,261.67
2019,Export,United Kingdom,Sudan,1001,0.01,0.0
2019,Export,United Kingdom,Sweden,1001,4.97,22.79
2019,Export,United Kingdom,Switzerland,1001,0.0,0.0
2019,Export,United Kingdom,United Arab Emirates,1001,0.01,0.01
2019,Export,United Kingdom,Türkiye,1001,5.47,17.56
2019,Export,United Kingdom,USA,1001,9.22,53.18
2020,Export,United Kingdom,World,1001,118.93,0.0
2020,Export,United Kingdom,Algeria,1001,7.54,32.0
2020,Export,United Kingdom,Australia,1001,0.03,0.02
2020,Export,United Kingdom,Austria,1001,0.0,0.0
2020,Export,United Kingdom,Bahrain,1001,0.01,0.0
2020,Export,United Kingdom,Barbados,1001,0.0,0.0
2020,Export,United Kingdom,Belgium,1001,3.65,16.19
2020,Export,United Kingdom,Canada,1001,0.05,0.0
2020,Export,United Kingdom,China,1001,0.07,0.02
2020,Export,United Kingdom,Cyprus,1001,0.0,0.0
2020,Export,United Kingdom,Czechia,1001,0.02,0.01
2020,Export,United Kingdom,Denmark,1001,0.02,0.04
2020,Export,United Kingdom,Falkland Isds (Malvinas),1001,0.0,0.0
2020,Export,United Kingdom,Finland,1001,0.0,0.0
2020,Export,United Kingdom,France,1001,2.06,0.02
2020,Export,United Kingdom,Germany,1001,2.03,6.53
2020,Export,United Kingdom,Greece,1001,0.04,0.07
2020,Export,United Kingdom,Hungary,1001,0.0,0.0
2020,Export,United Kingdom,Iceland,1001,0.88,4.22
2020,Export,United Kingdom,Ireland,1001,42.03,189.94
2020,Export,United Kingdom,Israel,1001,0.27,0.0
2020,Export,United Kingdom,Italy,1001,3.07,12.65
2020,Export,United Kingdom,Kuwait,1001,0.0,0.0
2020,Export,United Kingdom,Lebanon,1001,0.0,0.0
2020,Export,United Kingdom,Liberia,1001,0.0,0.0
2020,Export,United Kingdom,Lithuania,1001,0.0,0.0
2020,Export,United Kingdom,Luxembourg,1001,0.0,0.0
2020,Export,United Kingdom,Malaysia,1001,0.0,0.0
2020,Export,United Kingdom,Malta,1001,0.02,0.02
2020,Export,United Kingdom,Netherlands,1001,13.53,60.46
2020,Export,United Kingdom,New Zealand,1001,0.0,0.0
2020,Export,United Kingdom,Nigeria,1001,22.21,106.55
2020,Export,United Kingdom,Norway,1001,0.03,0.0
2020,Export,United Kingdom,Poland,1001,0.0,0.0
2020,Export,United Kingdom,Portugal,1001,5.8,24.63
2020,Export,United Kingdom,Qatar,1001,0.03,0.0
2020,Export,United Kingdom,Romania,1001,0.0,0.0
2020,Export,United Kingdom,Saudi Arabia,1001,0.37,0.01
2020,Export,United Kingdom,India,1001,0.01,0.0
2020,Export,United Kingdom,South Africa,1001,0.0,0.0
2020,Export,United Kingdom,Spain,1001,15.08,66.26
2020,Export,United Kingdom,Sweden,1001,0.0,0.0
2020,Export,United Kingdom,Switzerland,1001,0.01,0.0
2020,Export,United Kingdom,United Arab Emirates,1001,0.01,0.0
2020,Export,United Kingdom,USA,1001,0.06,0.21
2021,Export,United Kingdom,World,1001,87.98,0.0
2021,Export,United Kingdom,Angola,1001,0.0,0.0
2021,Export,United Kingdom,Australia,1001,0.01,0.0
2021,Export,United Kingdom,Belgium,1001,2.04,6.54
2021,Export,United Kingdom,Czechia,1001,0.01,0.0
2021,Export,United Kingdom,Denmark,1001,0.02,0.02
2021,Export,United Kingdom,France,1001,0.8,2.27
2021,Export,United Kingdom,Germany,1001,0.09,0.44
2021,Export,United Kingdom,Ghana,1001,0.0,0.0
2021,Export,United Kingdom,"China, Hong Kong SAR",1001,0.07,0.0
2021,Export,United Kingdom,Iceland,1001,0.26,0.85
2021,Export,United Kingdom,Ireland,1001,35.85,133.14
2021,Export,United Kingdom,Israel,1001,0.04,0.02
2021,Export,United Kingdom,Italy,1001,0.01,0.0
2021,Export,United Kingdom,Kuwait,1001,0.0,0.0
2021,Export,United Kingdom,Malta,1001,0.08,0.04
2021,Export,United Kingdom,"Other Asia, nes",1001,0.0,0.0
2021,Export,United Kingdom,Netherlands,1001,6.66,0.0
2021,Export,United Kingdom,Poland,1001,0.0,0.01
2021,Export,United Kingdom,Portugal,1001,7.41,22.35
2021,Export,United Kingdom,Qatar,1001,0.0,0.0
2021,Export,United Kingdom,Saudi Arabia,1001,0.01,0.0
2021,Export,United Kingdom,Slovenia,1001,0.0,0.0
2021,Export,United Kingdom,South Africa,1001,0.0,0.0
2021,Export,United Kingdom,Spain,1001,34.35,102.43
2021,Export,United Kingdom,Sweden,1001,0.03,0.0
2021,Export,United Kingdom,Switzerland,1001,0.0,0.0
2021,Export,United Kingdom,Thailand,1001,0.0,0.0
2021,Export,United Kingdom,United Arab Emirates,1001,0.02,0.0
2021,Export,United Kingdom,Türkiye,1001,0.0,0.0
2021,Export,United Kingdom,USA,1001,0.21,0.24
2022,Export,United Kingdom,World,1001,310.76,0.0
2022,Export,United Kingdom,Algeria,1001,11.59,31.5
2022,Export,United Kingdom,Armenia,1001,0.0,0.0
2022,Export,United Kingdom,Belgium,1001,13.23,0.0
2022,Export,United Kingdom,Canada,1001,0.05,0.07
2022,Export,United Kingdom,Czechia,1001,0.01,0.01
2022,Export,United Kingdom,Denmark,1001,0.27,0.52
2022,Export,United Kingdom,Estonia,1001,0.01,0.0
2022,Export,United Kingdom,France,1001,0.34,0.92
2022,Export,United Kingdom,Germany,1001,0.01,0.02
2022,Export,United Kingdom,"China, Hong Kong SAR",1001,0.07,0.05
2022,Export,United Kingdom,Hungary,1001,0.0,0.0
2022,Export,United Kingdom,Iceland,1001,3.8,11.22
2022,Export,United Kingdom,Ireland,1001,64.06,190.87
2022,Export,United Kingdom,Israel,1001,0.0,0.0
2022,Export,United Kingdom,Italy,1001,1.94,4.42
2022,Export,United Kingdom,Latvia,1001,0.0,0.0
2022,Export,United Kingdom,Mozambique,1001,0.01,0.0
2022,Export,United Kingdom,Oman,1001,0.0,0.0
2022,Export,United Kingdom,Netherlands,1001,72.25,0.0
2022,Export,United Kingdom,New Zealand,1001,0.04,0.0
2022,Export,United Kingdom,Nigeria,1001,0.0,0.0
2022,Export,United Kingdom,Norway,1001,0.37,1.0
2022,Export,United Kingdom,Portugal,1001,19.68,55.54
2022,Export,United Kingdom,Saudi Arabia,1001,0.0,0.0
2022,Export,United Kingdom,Singapore,1001,0.0,0.0
2022,Export,United Kingdom,South Africa,1001,0.01,0.0
2022,Export,United Kingdom,Spain,1001,110.11,305.15
2022,Export,United Kingdom,Sweden,1001,0.0,0.0
2022,Export,United Kingdom,Switzerland,1001,0.0,0.0
2022,Export,United Kingdom,USA,1001,0.1,0.21
2022,Export,United Kingdom,"Areas, nes",1001,12.78,32.23
2023,Export,United Kingdom,World,1001,349.34,0.0
2023,Export,United Kingdom,Algeria,1001,8.17,27.35
2023,Export,United Kingdom,Australia,1001,0.09,0.01
2023,Export,United Kingdom,Belgium,1001,1.58,0.0
2023,Export,United Kingdom,Brazil,1001,0.01,0.03
2023,Export,United Kingdom,Bulgaria,1001,0.01,0.01
2023,Export,United Kingdom,Canada,1001,0.06,0.0
2023,Export,United Kingdom,China,1001,1.65,0.02
2023,Export,United Kingdom,Denmark,1001,0.04,0.02
2023,Export,United Kingdom,France,1001,0.2,0.14
2023,Export,United Kingdom,Germany,1001,0.02,0.0
2023,Export,United Kingdom,"China, Hong Kong SAR",1001,0.02,0.0
2023,Export,United Kingdom,Iceland,1001,3.2,12.02
2023,Export,United Kingdom,Ireland,1001,44.13,0.0
2023,Export,United Kingdom,Israel,1001,0.04,0.0
2023,Export,United Kingdom,Italy,1001,1.8,0.0
2023,Export,United Kingdom,Latvia,1001,0.22,0.95
2023,Export,United Kingdom,"China, Macao SAR",1001,0.02,0.0
2023,Export,United Kingdom,Maldives,1001,0.0,0.0
2023,Export,United Kingdom,Rep. of Moldova,1001,0.0,0.0
2023,Export,United Kingdom,Morocco,1001,1.39,5.49
2023,Export,United Kingdom,Netherlands,1001,66.13,0.0
2023,Export,United Kingdom,Norway,1001,0.0,0.0
2023,Export,United Kingdom,Poland,1001,0.0,0.0
2023,Export,United Kingdom,Portugal,1001,32.04,107.64
2023,Export,United Kingdom,India,1001,0.04,0.03
2023,Export,United Kingdom,Singapore,1001,0.0,0.0
2023,Export,United Kingdom,Spain,1001,169.81,571.11
2023,Export,United Kingdom,Sweden,1001,0.02,0.01
2023,Export,United Kingdom,Switzerland,1001,9.65,27.0
2023,Export,United Kingdom,United Arab Emirates,1001,0.04,0.0
2023,Export,United Kingdom,Türkiye,1001,0.01,0.02
2023,Export,United Kingdom,USA,1001,0.11,0.27
2023,Export,United Kingdom,"Areas, nes",1001,8.83,30.74
2012,Import,Ukraine,World,1001,1.34,1.41
2012,Import,Ukraine,Australia,1001,0.02,0.04
2012,Import,Ukraine,Austria,1001,0.11,0.1
2012,Import,Ukraine,Czechia,1001,0.34,0.35
2012,Import,Ukraine,France,1001,0.03,0.02
2012,Import,Ukraine,Germany,1001,0.49,0.47
2012,Import,Ukraine,Italy,1001,0.09,0.12
2012,Import,Ukraine,Netherlands,1001,0.0,0.0
2012,Import,Ukraine,Poland,1001,0.03,0.04
2012,Import,Ukraine,Russian Federation,1001,0.23,0.26
2012,Import,Ukraine,Serbia,1001,0.01,0.01
2013,Import,Ukraine,World,1001,1.93,1.78
2013,Import,Ukraine,Austria,1001,0.23,0.15
2013,Import,Ukraine,Czechia,1001,0.45,0.45
2013,Import,Ukraine,France,1001,0.01,0.0
2013,Import,Ukraine,Germany,1001,0.88,0.81
2013,Import,Ukraine,Italy,1001,0.0,0.0
2013,Import,Ukraine,Poland,1001,0.02,0.04
2013,Import,Ukraine,Russian Federation,1001,0.11,0.13
2013,Import,Ukraine,Serbia,1001,0.2,0.18
2013,Import,Ukraine,Spain,1001,0.0,0.0
2013,Import,Ukraine,Switzerland,1001,0.0,0.0
2013,Import,Ukraine,Türkiye,1001,0.0,0.0
2013,Import,Ukraine,USA,1001,0.02,0.0
2014,Import,Ukraine,World,1001,1.93,1.79
2014,Import,Ukraine,Austria,1001,0.43,0.34
2014,Import,Ukraine,Croatia,1001,0.01,0.02
2014,Import,Ukraine,Czechia,1001,0.39,0.41
2014,Import,Ukraine,France,1001,0.01,0.0
2014,Import,Ukraine,Germany,1001,1.02,0.91
2014,Import,Ukraine,Mexico,1001,0.0,0.0
2014,Import,Ukraine,New Zealand,1001,0.0,0.0
2014,Import,Ukraine,Poland,1001,0.01,0.02
2014,Import,Ukraine,Romania,1001,0.0,0.0
2014,Import,Ukraine,Russian Federation,1001,0.04,0.06
2014,Import,Ukraine,Serbia,1001,0.03,0.02
2014,Import,Ukraine,Switzerland,1001,0.0,0.0
2014,Import,Ukraine,Türkiye,1001,0.0,0.0
2015,Import,Ukraine,World,1001,1.43,2.23
2015,Import,Ukraine,Austria,1001,0.06,0.09
2015,Import,Ukraine,Belgium,1001,0.0,0.0
2015,Import,Ukraine,Croatia,1001,0.04,0.06
2015,Import,Ukraine,Czechia,1001,0.24,0.32
2015,Import,Ukraine,Finland,1001,0.0,0.0
2015,Import,Ukraine,France,1001,0.01,0.0
2015,Import,Ukraine,Germany,1001,0.8,1.0
2015,Import,Ukraine,Hungary,1001,0.01,0.03
2015,Import,Ukraine,Italy,1001,0.0,0.0
2015,Import,Ukraine,Mexico,1001,0.0,0.0
2015,Import,Ukraine,Poland,1001,0.02,0.08
2015,Import,Ukraine,Russian Federation,1001,0.05,0.06
2015,Import,Ukraine,Serbia,1001,0.07,0.08
2015,Import,Ukraine,Slovakia,1001,0.11,0.51
2015,Import,Ukraine,Spain,1001,0.0,0.0
2015,Import,Ukraine,Sweden,1001,0.0,0.0
2015,Import,Ukraine,Switzerland,1001,0.0,0.0
2015,Import,Ukraine,Türkiye,1001,0.0,0.0
2016,Import,Ukraine,World,1001,2.1,2.5
2016,Import,Ukraine,Austria,1001,0.11,0.14
2016,Import,Ukraine,Belgium,1001,0.0,0.0
2016,Import,Ukraine,Belarus,1001,0.03,0.26
2016,Import,Ukraine,Czechia,1001,0.52,0.61
2016,Import,Ukraine,Finland,1001,0.0,0.0
2016,Import,Ukraine,France,1001,0.3,0.17
2016,Import,Ukraine,Germany,1001,0.93,0.82
2016,Import,Ukraine,Hungary,1001,0.02,0.03
2016,Import,Ukraine,Italy,1001,0.0,0.0
2016,Import,Ukraine,Mexico,1001,0.0,0.0
2016,Import,Ukraine,Poland,1001,0.07,0.3
2016,Import,Ukraine,Russian Federation,1001,0.02,0.04
2016,Import,Ukraine,Serbia,1001,0.06,0.07
2016,Import,Ukraine,Slovakia,1001,0.02,0.02
2016,Import,Ukraine,USA,1001,0.02,0.03
2017,Import,Ukraine,World,1001,3.03,3.75
2017,Import,Ukraine,Austria,1001,0.09,0.11
2017,Import,Ukraine,Bangladesh,1001,0.0,0.0
2017,Import,Ukraine,Belgium,1001,0.0,0.0
2017,Import,Ukraine,Belarus,1001,0.16,0.96
2017,Import,Ukraine,Czechia,1001,0.54,0.62
2017,Import,Ukraine,Finland,1001,0.0,0.0
2017,Import,Ukraine,France,1001,0.46,0.23
2017,Import,Ukraine,Germany,1001,1.38,1.05
2017,Import,Ukraine,Hungary,1001,0.05,0.1
2017,Import,Ukraine,Italy,1001,0.0,0.0
2017,Import,Ukraine,Mexico,1001,0.0,0.0
2017,Import,Ukraine,Rep. of Moldova,1001,0.01,0.07
2017,Import,Ukraine,Poland,1001,0.21,0.46
2017,Import,Ukraine,Russian Federation,1001,0.02,0.04
2017,Import,Ukraine,Serbia,1001,0.09,0.08
2017,Import,Ukraine,Slovakia,1001,0.02,0.02
2017,Import,Ukraine,Spain,1001,0.0,0.0
2017,Import,Ukraine,Switzerland,1001,0.0,0.0
2017,Import,Ukraine,USA,1001,0.0,0.0
2018,Import,Ukraine,World,1001,2.81,4.04
2018,Import,Ukraine,Austria,1001,0.06,0.08
2018,Import,Ukraine,Belgium,1001,0.0,0.0
2018,Import,Ukraine,Canada,1001,0.0,0.01
2018,Import,Ukraine,Croatia,1001,0.01,0.01
2018,Import,Ukraine,Czechia,1001,0.6,0.65
2018,Import,Ukraine,France,1001,0.43,0.25
2018,Import,Ukraine,Germany,1001,1.05,0.94
2018,Import,Ukraine,Hungary,1001,0.05,0.06
2018,Import,Ukraine,Italy,1001,0.0,0.0
2018,Import,Ukraine,Kazakhstan,1001,0.33,1.71
2018,Import,Ukraine,Mexico,1001,0.0,0.0
2018,Import,Ukraine,Netherlands,1001,0.0,0.0
2018,Import,Ukraine,Poland,1001,0.09,0.18
2018,Import,Ukraine,Romania,1001,0.14,0.13
2018,Import,Ukraine,Serbia,1001,0.04,0.02
2018,Import,Ukraine,Türkiye,1001,0.0,0.0
2018,Import,Ukraine,USA,1001,0.0,0.0
2019,Import,Ukraine,World,1001,1.95,2.42
2019,Import,Ukraine,Austria,1001,0.14,0.21
2019,Import,Ukraine,Bangladesh,1001,0.0,0.0
2019,Import,Ukraine,Croatia,1001,0.02,0.02
2019,Import,Ukraine,Czechia,1001,0.3,0.35
2019,Import,Ukraine,France,1001,0.08,0.04
2019,Import,Ukraine,Georgia,1001,0.0,0.0
2019,Import,Ukraine,Germany,1001,0.86,0.83
2019,Import,Ukraine,Hungary,1001,0.0,0.0
2019,Import,Ukraine,Italy,1001,0.0,0.0
2019,Import,Ukraine,Kazakhstan,1001,0.05,0.26
2019,Import,Ukraine,Mexico,1001,0.0,0.0
2019,Import,Ukraine,Poland,1001,0.21,0.41
2019,Import,Ukraine,Romania,1001,0.25,0.24
2019,Import,Ukraine,Serbia,1001,0.02,0.06
2019,Import,Ukraine,USA,1001,0.0,0.0
2020,Import,Ukraine,World,1001,3.65,10.94
2020,Import,Ukraine,Austria,1001,0.06,0.07
2020,Import,Ukraine,Belarus,1001,1.78,9.69
2020,Import,Ukraine,Croatia,1001,0.06,0.04
2020,Import,Ukraine,Czechia,1001,0.22,0.19
2020,Import,Ukraine,France,1001,0.01,0.01
2020,Import,Ukraine,Germany,1001,1.37,0.8
2020,Import,Ukraine,Hungary,1001,0.0,0.0
2020,Import,Ukraine,Italy,1001,0.0,0.0
2020,Import,Ukraine,Mexico,1001,0.0,0.0
2020,Import,Ukraine,Poland,1001,0.03,0.04
2020,Import,Ukraine,Romania,1001,0.09,0.09
2020,Import,Ukraine,Russian Federation,1001,0.0,0.0
2020,Import,Ukraine,Serbia,1001,0.0,0.0
2020,Import,Ukraine,Spain,1001,0.0,0.0
2020,Import,Ukraine,USA,1001,0.0,0.0
2021,Import,Ukraine,World,1001,5.39,17.69
2021,Import,Ukraine,Austria,1001,0.06,0.06
2021,Import,Ukraine,Belarus,1001,3.23,15.95
2021,Import,Ukraine,Canada,1001,0.01,0.04
2021,Import,Ukraine,Croatia,1001,0.06,0.04
2021,Import,Ukraine,Czechia,1001,0.2,0.18
2021,Import,Ukraine,Denmark,1001,0.0,0.0
2021,Import,Ukraine,France,1001,0.03,0.03
2021,Import,Ukraine,Germany,1001,1.33,0.77
2021,Import,Ukraine,Hungary,1001,0.19,0.27
2021,Import,Ukraine,Rep. of Moldova,1001,0.01,0.02
2021,Import,Ukraine,Poland,1001,0.07,0.1
2021,Import,Ukraine,Romania,1001,0.16,0.18
2021,Import,Ukraine,Serbia,1001,0.03,0.05
2021,Import,Ukraine,Spain,1001,0.0,0.0
2021,Import,Ukraine,United Kingdom,1001,0.0,0.0
2021,Import,Ukraine,USA,1001,0.0,0.0
2022,Import,Ukraine,World,1001,0.94,2.38
2022,Import,Ukraine,Austria,1001,0.01,0.01
2022,Import,Ukraine,Bulgaria,1001,0.0,0.0
2022,Import,Ukraine,Belarus,1001,0.03,0.16
2022,Import,Ukraine,Canada,1001,0.0,0.0
2022,Import,Ukraine,Czechia,1001,0.1,0.1
2022,Import,Ukraine,Denmark,1001,0.01,0.01
2022,Import,Ukraine,France,1001,0.04,0.02
2022,Import,Ukraine,Germany,1001,0.32,0.25
2022,Import,Ukraine,Hungary,1001,0.01,0.01
2022,Import,Ukraine,Poland,1001,0.35,1.77
2022,Import,Ukraine,Romania,1001,0.02,0.02
2022,Import,Ukraine,Serbia,1001,0.05,0.02
2023,Import,Ukraine,World,1001,7.48,34.78
2023,Import,Ukraine,Austria,1001,0.15,0.17
2023,Import,Ukraine,Bulgaria,1001,0.02,0.02
2023,Import,Ukraine,Canada,1001,0.0,0.0
2023,Import,Ukraine,Czechia,1001,0.15,0.13
2023,Import,Ukraine,Denmark,1001,0.0,0.0
2023,Import,Ukraine,Estonia,1001,0.12,0.78
2023,Import,Ukraine,Finland,1001,0.01,0.01
2023,Import,Ukraine,France,1001,0.19,0.14
2023,Import,Ukraine,Germany,1001,0.44,0.33
2023,Import,Ukraine,Hungary,1001,0.19,0.71
2023,Import,Ukraine,Lithuania,1001,0.0,0.02
2023,Import,Ukraine,Poland,1001,0.81,3.62
2023,Import,Ukraine,Romania,1001,0.12,0.48
2023,Import,Ukraine,Serbia,1001,0.19,0.13
2023,Import,Ukraine,Switzerland,1001,5.08,28.2
2023,Import,Ukraine,Türkiye,1001,0.01,0.02
2012,Export,Ukraine,World,1001,2330.54,8589.6
2012,Export,Ukraine,Albania,1001,0.73,3.08
2012,Export,Ukraine,Algeria,1001,1.34,5.64
2012,Export,Ukraine,Azerbaijan,1001,0.24,0.74
2012,Export,Ukraine,Austria,1001,0.19,0.7
2012,Export,Ukraine,Armenia,1001,1.25,4.89
2012,Export,Ukraine,Br. Virgin Isds,1001,0.0,0.0
2012,Export,Ukraine,Myanmar,1001,0.91,2.98
2012,Export,Ukraine,Burundi,1001,2.12,7.0
2012,Export,Ukraine,Belarus,1001,5.89,22.3
2012,Export,Ukraine,Cameroon,1001,2.1,8.4
2012,Export,Ukraine,Cyprus,1001,0.75,3.08
2012,Export,Ukraine,Denmark,1001,0.01,0.04
2012,Export,Ukraine,Estonia,1001,0.14,0.54
2012,Export,Ukraine,Georgia,1001,1.7,5.47
2012,Export,Ukraine,State of Palestine,1001,1.51,6.37
2012,Export,Ukraine,Germany,1001,1.26,4.71
2012,Export,Ukraine,Greece,1001,0.9,3.21
2012,Export,Ukraine,Indonesia,1001,8.93,31.54
2012,Export,Ukraine,Israel,1001,191.43,770.14
2012,Export,Ukraine,Italy,1001,37.47,150.14
2012,Export,Ukraine,Jordan,1001,115.0,406.81
2012,Export,Ukraine,Kenya,1001,63.46,228.93
2012,Export,Ukraine,Rep. of Korea,1001,28.13,101.75
2012,Export,Ukraine,Lebanon,1001,54.16,199.89
2012,Export,Ukraine,Liberia,1001,0.0,0.0
2012,Export,Ukraine,Libya,1001,111.93,406.15
2012,Export,Ukraine,Lithuania,1001,0.94,3.51
2012,Export,Ukraine,Malaysia,1001,1.44,4.77
2012,Export,Ukraine,Mauritania,1001,9.98,37.32
2012,Export,Ukraine,"Other Asia, nes",1001,0.87,3.49
2012,Export,Ukraine,Rep. of Moldova,1001,0.16,0.22
2012,Export,Ukraine,Morocco,1001,195.1,672.47
2012,Export,Ukraine,Mozambique,1001,10.06,34.74
2012,Export,Ukraine,Netherlands,1001,25.87,97.14
2012,Export,Ukraine,Poland,1001,0.0,0.0
2012,Export,Ukraine,Portugal,1001,7.21,31.75
2012,Export,Ukraine,Russian Federation,1001,0.12,0.25
2012,Export,Ukraine,Rwanda,1001,3.87,13.0
2012,Export,Ukraine,Saudi Arabia,1001,12.16,51.3
2012,Export,Ukraine,Senegal,1001,2.51,8.6
2012,Export,Ukraine,Viet Nam,1001,8.15,32.0
2012,Export,Ukraine,South Africa,1001,64.08,223.62
2012,Export,Ukraine,Spain,1001,314.94,1217.68
2012,Export,Ukraine,Switzerland,1001,1.26,2.93
2012,Export,Ukraine,Syria,1001,48.99,194.26
2012,Export,Ukraine,Thailand,1001,23.29,90.19
2012,Export,Ukraine,United Arab Emirates,1001,22.77,73.79
2012,Export,Ukraine,Tunisia,1001,136.3,501.16
2012,Export,Ukraine,Türkiye,1001,43.09,158.42
2012,Export,Ukraine,Uganda,1001,20.4,72.91
2012,Export,Ukraine,Egypt,1001,695.48,2522.59
2012,Export,Ukraine,United Kingdom,1001,2.44,9.78
2012,Export,Ukraine,United Rep. of Tanzania,1001,16.99,55.6
2012,Export,Ukraine,Yemen,1001,30.54,101.6
2013,Export,Ukraine,World,1001,1891.52,7762.28
2013,Export,Ukraine,Azerbaijan,1001,0.28,0.81
2013,Export,Ukraine,Austria,1001,0.02,0.03
2013,Export,Ukraine,Bahrain,1001,6.28,27.46
2013,Export,Ukraine,Bangladesh,1001,75.64,344.96
2013,Export,Ukraine,Armenia,1001,1.01,4.44
2013,Export,Ukraine,Myanmar,1001,0.85,3.31
2013,Export,Ukraine,Burundi,1001,2.35,9.34
2013,Export,Ukraine,Belarus,1001,1.16,4.26
2013,Export,Ukraine,Congo,1001,1.15,4.85
2013,Export,Ukraine,Dem. Rep. of the Congo,1001,7.41,31.16
2013,Export,Ukraine,Cyprus,1001,0.82,2.87
2013,Export,Ukraine,Ethiopia,1001,29.12,122.92
2013,Export,Ukraine,France,1001,1.56,6.1
2013,Export,Ukraine,Djibouti,1001,38.49,133.15
2013,Export,Ukraine,Georgia,1001,4.83,19.3
2013,Export,Ukraine,Germany,1001,3.87,12.36
2013,Export,Ukraine,"China, Hong Kong SAR",1001,0.03,0.13
2013,Export,Ukraine,Indonesia,1001,64.36,271.77
2013,Export,Ukraine,Iran,1001,16.58,55.0
2013,Export,Ukraine,Israel,1001,67.45,298.63
2013,Export,Ukraine,Italy,1001,8.03,27.63
2013,Export,Ukraine,Japan,1001,58.39,266.98
2013,Export,Ukraine,Jordan,1001,60.06,232.44
2013,Export,Ukraine,Kenya,1001,115.21,457.74
2013,Export,Ukraine,Rep. of Korea,1001,25.51,116.0
2013,Export,Ukraine,Lebanon,1001,26.24,107.74
2013,Export,Ukraine,Libya,1001,80.26,315.25
2013,Export,Ukraine,Lithuania,1001,0.75,2.78
2013,Export,Ukraine,Malawi,1001,5.56,22.7
2013,Export,Ukraine,Malaysia,1001,7.28,29.36
2013,Export,Ukraine,Mauritania,1001,4.32,18.41
2013,Export,Ukraine,"Other Asia, nes",1001,2.42,11.05
2013,Export,Ukraine,Rep. of Moldova,1001,0.1,0.21
2013,Export,Ukraine,Morocco,1001,56.21,202.88
2013,Export,Ukraine,Mozambique,1001,3.51,14.02
2013,Export,Ukraine,Netherlands,1001,5.65,19.84
2013,Export,Ukraine,Nigeria,1001,2.42,10.15
2013,Export,Ukraine,Pakistan,1001,37.71,164.36
2013,Export,Ukraine,Philippines,1001,53.31,236.27
2013,Export,Ukraine,Poland,1001,0.0,0.02
2013,Export,Ukraine,Russian Federation,1001,0.34,0.84
2013,Export,Ukraine,Singapore,1001,0.35,1.59
2013,Export,Ukraine,Viet Nam,1001,21.67,99.88
2013,Export,Ukraine,South Africa,1001,123.9,505.95
2013,Export,Ukraine,Zimbabwe,1001,1.62,6.42
2013,Export,Ukraine,Spain,1001,1.94,9.9
2013,Export,Ukraine,Sudan,1001,12.27,51.77
2013,Export,Ukraine,Switzerland,1001,0.64,2.26
2013,Export,Ukraine,Syria,1001,164.27,595.76
2013,Export,Ukraine,Thailand,1001,85.28,384.99
2013,Export,Ukraine,United Arab Emirates,1001,8.01,35.37
2013,Export,Ukraine,Tunisia,1001,66.78,259.82
2013,Export,Ukraine,Türkiye,1001,31.2,129.87
2013,Export,Ukraine,Uganda,1001,8.23,32.92
2013,Export,Ukraine,Egypt,1001,469.84,1955.44
2013,Export,Ukraine,United Kingdom,1001,4.74,19.61
2013,Export,Ukraine,United Rep. of Tanzania,1001,2.32,10.0
2013,Export,Ukraine,Yemen,1001,11.89,51.26
2014,Export,Ukraine,World,1001,2290.75,10543.79
2014,Export,Ukraine,Algeria,1001,4.0,22.27
2014,Export,Ukraine,Azerbaijan,1001,0.4,2.02
2014,Export,Ukraine,Austria,1001,0.87,3.45
2014,Export,Ukraine,Bangladesh,1001,82.69,438.93
2014,Export,Ukraine,Armenia,1001,0.31,1.72
2014,Export,Ukraine,Belarus,1001,2.11,10.9
2014,Export,Ukraine,Cambodia,1001,0.37,2.0
2014,Export,Ukraine,Cyprus,1001,1.0,5.74
2014,Export,Ukraine,Ethiopia,1001,10.26,49.74
2014,Export,Ukraine,France,1001,0.58,2.59
2014,Export,Ukraine,Djibouti,1001,41.11,184.9
2014,Export,Ukraine,Georgia,1001,5.65,25.87
2014,Export,Ukraine,State of Palestine,1001,0.01,0.06
2014,Export,Ukraine,Germany,1001,5.16,15.47
2014,Export,Ukraine,Greece,1001,9.87,48.23
2014,Export,Ukraine,Hungary,1001,0.2,0.26
2014,Export,Ukraine,Indonesia,1001,68.85,312.21
2014,Export,Ukraine,Iran,1001,30.8,131.7
2014,Export,Ukraine,Israel,1001,80.55,387.89
2014,Export,Ukraine,Italy,1001,31.58,156.11
2014,Export,Ukraine,Jordan,1001,76.27,300.0
2014,Export,Ukraine,Kenya,1001,79.75,339.82
